Cylinders,Transmission,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
4,AS6,9.6,7.2,8.5,33,196
4,M5,9.9,7.2,8.7,32,200
4,AM6,10.0,7.9,9.1,31,209
4,M6,10.4,7.7,9.2,31,212
4,AS6,9.8,7.3,8.7,32,200
4,AM6,10.3,8.2,9.4,30,216
4,M6,10.4,7.7,9.2,31,212
4,AM6,10.7,7.7,9.3,30,214
4,M6,11.4,7.4,9.6,29,221
6,AS6,13.9,9.3,11.8,24,271
4,AM6,10.8,7.8,9.5,30,219
4,AS6,9.3,6.5,8.1,35,186
4,M5,9.3,6.4,8.0,35,184
4,AM6,9.5,7.2,8.5,33,196
4,M6,9.4,6.9,8.3,34,191
4,AS6,9.4,6.8,8.2,34,193
4,M5,9.5,6.6,8.2,34,189
4,AS6,9.3,6.3,7.9,36,182
4,M5,9.3,6.3,8.0,35,184
4,AS6,10.4,7.0,8.9,32,205
4,M5,9.5,6.9,8.4,34,193
4,AM6,10.0,7.3,8.8,32,202
4,M6,10.3,7.2,8.9,32,205
4,AM7,5.6,4.9,5.3,53,122
4,AS6,9.7,6.6,8.3,34,191
4,M5,9.8,6.7,8.4,34,193
6,AM6,11.9,8.5,10.4,27,239
4,AS6,11.5,9.3,10.5,27,242
4,M6,13.0,9.0,11.2,25,258
4,AS6,11.7,9.4,10.7,26,246
6,AS8,14.1,10.4,12.4,23,292
6,AS6,12.8,8.9,11.0,26,253
4,AS8,9.8,6.6,8.4,34,193
5,AS6,11.6,8.2,10.1,28,232
4,AS8,10.1,7.3,8.9,32,205
6,AS6,12.9,9.0,11.2,25,258
4,AS8,9.8,6.6,8.4,34,193
6,AS6,12.9,9.0,11.2,25,258
4,AS8,9.8,7.6,8.8,32,202
5,AS6,11.8,8.5,10.3,27,237
6,AS6,12.8,8.9,11.0,26,253
4,AS8,9.8,6.6,8.4,34,193
5,AS6,11.6,8.2,10.1,28,232
6,AS6,12.9,9.0,11.2,25,258
6,AS6,13.1,9.5,11.5,25,264
4,AS8,9.8,7.6,8.8,32,202
5,AS6,13.0,9.4,11.4,25,262
4,AS8,10.7,7.8,9.4,30,216
6,AS6,13.6,9.9,11.9,24,274
6,AS6,13.1,9.1,11.3,25,260
4,AS8,9.8,7.6,8.8,32,202
6,AS6,13.6,9.9,11.9,24,274
4,AM8,9.3,6.6,8.1,35,189
6,AS9,12.7,9.1,11.1,25,254
6,AS9,12.2,9.1,10.7,26,251
6,AS6,12.4,8.6,10.7,26,249
6,AS6,11.9,7.7,10.0,28,235
6,AM7,8.0,7.5,7.7,37,180
4,AM8,9.6,6.6,8.3,34,196
6,AS9,11.2,7.5,9.6,29,226
4,AM6,9.7,6.9,8.4,34,197
12,A6,18.0,12.6,15.6,18,365
12,A8,16.8,10.9,14.2,20,332
12,A8,17.6,11.4,14.8,19,346
8,AM7,17.4,11.3,14.7,19,343
8,M6,18.1,12.3,15.5,18,362
8,AM7,17.4,11.3,14.7,19,343
8,M6,18.1,12.3,15.5,18,362
8,AM7,17.4,11.3,14.7,19,343
8,M6,18.1,12.3,15.5,18,362
12,AM7,19.5,12.8,16.5,17,390
4,AM6,10.0,7.1,8.7,32,204
4,AM6,9.8,7.2,8.6,33,201
4,AM6,10.1,7.5,8.9,32,208
4,AV8,9.9,7.6,8.9,32,212
4,AS8,11.0,7.8,9.6,29,224
4,M6,10.6,7.3,9.1,31,214
4,AS8,11.2,8.4,9.9,29,232
4,AS8,11.0,7.8,9.6,29,224
4,M6,10.6,7.3,9.1,31,214
4,AS8,11.3,8.0,9.8,29,230
4,AS8,10.8,7.3,9.2,31,211
6,AS8,11.6,7.9,9.9,29,232
6,AS8,11.6,7.9,9.9,29,232
6,AS8,12.6,8.0,10.5,27,247
8,AS8,12.9,8.0,10.7,26,249
8,AS8,13.1,8.3,10.9,26,255
12,AS8,17.8,10.8,14.6,19,344
4,AS6,12.0,8.2,10.3,27,242
4,AS6,11.9,8.4,10.3,27,240
4,AS8,12.0,8.5,10.4,27,244
6,AS8,13.2,9.2,11.4,25,267
4,AS8,9.8,7.9,8.9,32,209
8,AS8,16.6,9.4,13.3,21,313
4,AM6,10.1,7.7,9.0,31,211
6,AM7,13.0,8.5,11.0,26,257
6,M6,13.8,9.0,11.7,24,273
6,AM7,13.0,8.5,11.0,26,257
6,M6,13.8,9.0,11.7,24,273
6,AM7,13.3,9.1,11.4,25,266
8,AM7,13.3,8.8,11.3,25,263
8,AM7,13.4,8.8,11.4,25,265
8,AS8,15.7,9.4,12.8,22,300
6,AS8,14.1,9.9,12.2,23,285
4,AM6,10.1,7.8,9.1,31,209
4,AM6,10.1,7.8,9.1,31,209
4,AM6,10.3,8.6,9.5,30,222
8,AS8,16.1,9.4,13.1,22,307
12,AS8,18.9,11.2,15.4,18,360
8,AS8,17.7,10.3,14.4,20,337
12,AS8,19.6,11.7,16.0,18,375
8,AS8,17.7,10.0,14.2,20,334
12,AS8,20.3,11.9,16.5,17,388
8,AS8,21.0,13.1,17.5,16,408
4,AS8,9.9,6.5,8.4,34,197
4,M6,10.7,7.0,9.0,31,211
4,AS8,10.4,6.8,8.8,32,207
4,AS8,10.5,6.9,8.9,32,209
4,AS8,9.9,6.5,8.4,34,197
4,M6,10.7,7.0,9.0,31,211
4,AS8,10.4,6.8,8.8,32,207
4,AS8,10.5,6.9,8.9,32,209
4,AS8,10.5,6.9,8.9,32,209
4,AS8,10.5,6.9,8.9,32,209
6,AS8,12.0,7.9,10.2,28,238
6,AS8,10.9,7.2,9.3,30,217
6,M6,11.6,7.8,9.9,29,231
6,AS8,10.9,7.3,9.3,30,216
6,M6,11.9,8.3,10.3,27,241
4,AS8,10.8,6.7,8.9,32,211
4,AS8,9.9,6.5,8.4,34,197
4,M6,10.7,7.0,9.0,31,211
4,AS8,10.8,6.7,8.9,32,211
4,M6,10.9,6.8,9.0,31,210
4,AS8,11.3,7.1,9.4,30,221
4,AS8,10.5,6.9,8.9,32,209
4,AS8,10.5,6.9,8.9,32,209
6,AS8,11.8,7.6,9.9,29,232
6,AS8,11.6,7.7,9.9,29,232
6,M6,12.1,8.4,10.5,27,246
6,AS8,11.9,8.1,10.2,28,238
6,AS8,12.0,7.9,10.2,28,238
6,M6,12.3,8.4,10.5,27,247
6,AS8,12.0,7.9,10.2,28,238
4,AS8,10.5,6.9,8.9,32,209
6,AS8,11.9,8.1,10.2,28,238
6,AS8,13.0,9.1,11.2,25,263
8,AS8,14.4,9.6,12.3,23,288
8,AS8,14.3,9.3,12.1,23,283
6,AS8,11.9,8.1,10.2,28,238
6,AS8,11.9,8.1,10.2,28,238
8,AS8,14.3,9.3,12.1,23,283
8,AS8,14.4,9.6,12.3,23,288
8,AS8,14.3,9.3,12.1,23,283
8,AS8,14.3,9.3,12.1,23,283
8,AS8,14.3,9.3,12.1,23,283
6,AS8,10.6,7.9,9.4,30,219
8,AS8,14.3,9.3,12.1,23,283
6,AM7,11.8,8.8,10.4,27,244
6,M6,12.7,9.2,11.1,25,260
6,AS8,11.6,7.7,9.9,29,232
6,M6,11.9,8.6,10.4,27,245
6,AS8,11.6,7.7,9.9,29,232
6,M6,12.1,8.4,10.5,27,246
6,AS8,12.0,7.9,10.2,28,238
6,AS8,12.0,7.9,10.2,28,238
6,AM7,14.1,9.7,12.1,23,284
6,M6,13.7,9.0,11.6,24,271
6,AM7,14.2,9.6,12.1,23,282
6,M6,14.1,9.0,11.8,24,278
6,AM7,14.1,9.7,12.1,23,284
6,M6,13.7,9.0,11.6,24,271
8,AM7,17.3,11.5,14.7,19,344
8,M6,16.1,10.9,13.7,21,321
8,AM7,17.3,11.5,14.7,19,344
8,M6,16.1,10.9,13.7,21,321
8,AM7,17.3,11.5,14.7,19,344
8,M6,16.1,10.9,13.7,21,321
8,AM7,17.3,11.5,14.7,19,344
8,M6,16.1,10.9,13.7,21,321
4,AS8,10.7,7.4,9.2,31,215
4,AS8,11.1,8.4,9.9,29,231
6,AS8,12.7,8.8,10.9,26,257
6,AS8,12.8,9.5,11.3,25,264
4,AS8,11.7,8.4,10.2,28,238
6,AS8,12.7,8.8,10.9,26,257
8,AS8,16.6,12.1,14.6,19,343
6,AS8,13.0,9.7,11.5,25,269
8,AS8,15.7,11.4,13.8,20,322
8,AS8,16.6,12.1,14.6,19,343
6,AS8,13.0,9.7,11.5,25,269
8,AS8,15.7,11.4,13.8,20,322
4,AS8,10.7,7.1,9.1,31,212
4,M6,10.7,7.0,9.0,31,211
6,AM7,13.7,10.0,12.1,23,282
6,AM7,13.7,10.0,12.1,23,282
6,A6,15.8,10.6,13.4,21,315
6,A6,16.1,10.8,13.7,21,323
4,AS6,9.5,7.2,8.5,33,199
4,AS6,10.2,8.0,9.2,31,215
4,AS6,8.5,6.9,7.8,36,182
4,AS6,8.9,7.4,8.2,34,192
4,A6,11.8,9.1,10.6,27,248
6,AS6,13.7,8.6,11.4,25,268
4,AS6,9.6,6.5,8.2,34,193
6,AS6,13.8,9.0,11.7,24,274
4,AS6,11.4,7.9,9.8,29,231
4,M6,11.6,7.6,9.8,29,230
4,AS6,9.6,6.5,8.2,34,193
4,AS6,12.4,8.7,10.7,26,252
4,AS6,11.4,7.9,9.8,29,231
4,M6,11.6,7.6,9.8,29,230
4,AS6,11.3,7.4,9.6,29,224
4,AS8,10.5,7.6,9.2,31,215
4,M6,12.0,8.1,10.3,27,240
4,AS8,10.6,7.3,9.1,31,214
6,AS8,11.6,7.9,9.9,29,233
4,AS8,10.8,7.8,9.4,30,221
6,AS8,12.2,8.5,10.5,27,247
6,AS8,14.7,9.8,12.5,23,293
6,M6,14.2,10.2,12.4,23,289
4,AS8,11.0,7.6,9.5,30,222
6,AS8,13.0,9.0,11.2,25,263
6,AS8,12.8,8.7,11.0,26,257
4,AS8,11.0,7.6,9.5,30,221
6,AS8,11.6,7.9,9.9,29,233
4,AS8,11.2,8.1,9.8,29,229
6,AS8,12.2,8.5,10.5,27,247
6,AS8,14.7,9.8,12.5,23,293
8,AS8,16.6,11.1,14.1,20,332
8,A8,16.0,11.2,13.9,20,325
6,AS6,14.2,9.8,12.3,23,287
6,AS6,14.8,10.4,12.8,22,300
6,AS6,13.6,8.6,11.3,25,263
6,AS6,13.9,8.9,11.6,24,273
6,AS6,15.0,10.2,12.8,22,302
4,AS8,10.9,7.5,9.3,30,218
4,M6,11.4,7.9,9.8,29,229
6,AS8,12.3,8.5,10.6,27,248
6,M6,13.2,8.7,11.2,25,261
8,AS8,14.2,8.4,11.6,24,272
8,M6,14.3,9.4,12.1,23,284
4,AV,9.7,9.0,9.4,30,220
4,A6,11.9,8.9,10.5,27,247
4,M6,12.2,9.1,10.8,26,253
6,A6,13.0,9.2,11.3,25,265
4,A6,12.7,9.6,11.3,25,265
6,A6,13.6,9.9,11.9,24,279
8,AS8,14.6,8.1,11.7,24,275
8,M7,13.7,8.2,11.2,25,263
8,AS8,17.7,10.2,14.3,20,335
8,M7,15.7,10.6,13.4,21,313
4,AS6,7.8,5.6,6.8,42,159
4,M6,8.2,5.8,7.1,40,167
4,AS6,7.8,5.9,6.9,41,160
4,AS6,9.1,6.3,7.8,36,184
4,M6,9.0,6.2,7.8,36,182
4,AS6,10.5,6.8,8.8,32,207
4,M6,9.4,6.6,8.1,35,190
4,A6,9.0,6.1,7.7,37,181
4,M6,8.4,5.6,7.1,40,167
4,A6,10.5,7.3,9.1,31,214
6,A6,14.2,9.5,12.1,23,285
4,A6,10.5,7.3,9.1,31,214
4,A6,11.5,8.2,10.0,28,235
6,A6,14.9,10.1,12.8,22,300
4,A6,11.5,8.2,10.0,28,235
8,A6,22.0,14.9,18.8,15,441
8,A6,23.0,16.0,19.8,14,465
4,AS6,10.6,7.5,9.2,31,215
6,AS6,12.5,8.2,10.6,27,248
6,AS6,13.9,9.3,11.9,24,272
4,A6,8.7,6.3,7.6,37,179
4,AS8,10.6,7.1,9.0,31,211
4,AS6,10.0,7.0,8.6,33,202
4,AV,5.0,5.1,5.1,55,122
8,A6,14.6,10.4,12.7,22,298
8,A8,16.1,11.4,14.0,20,328
6,A6,13.5,10.0,11.9,24,280
8,A6,14.6,10.4,12.7,22,298
8,A6,15.0,10.7,13.1,22,307
8,A8,16.3,11.6,14.2,20,332
6,A6,14.2,10.7,12.6,22,296
8,A6,15.0,10.7,13.1,22,306
8,A8,14.4,11.2,13.0,22,304
4,AS6,9.0,6.8,8.0,35,188
4,M6,8.5,6.2,7.5,38,175
4,AS6,9.6,6.7,8.3,34,195
4,M5,9.0,6.8,8.0,35,187
4,AS6,9.5,7.1,8.4,34,195
4,M6,8.9,7.0,8.0,35,189
4,AS6,9.0,6.8,8.0,35,188
4,M6,8.5,6.2,7.5,38,175
4,AS6,9.6,6.7,8.3,34,195
4,M5,9.0,6.8,8.0,35,187
4,AS6,9.5,7.1,8.4,34,195
4,M6,8.9,7.0,8.0,35,189
4,AV,7.6,5.7,6.7,42,157
4,M5,7.8,5.8,6.9,41,162
8,A6,15.1,10.4,13.0,22,304
8,A6,15.1,10.4,13.0,22,304
8,A6,15.4,10.8,13.3,21,312
8,A6,15.4,10.8,13.3,21,312
8,A6,15.1,10.4,13.0,22,304
8,A6,15.1,10.4,13.0,22,304
8,A6,15.2,10.8,13.2,21,310
8,A6,15.2,10.8,13.2,21,310
6,A6,15.8,10.6,13.4,21,315
6,A6,16.1,10.8,13.7,21,323
4,AS6,9.2,7.0,8.2,34,193
4,M6,9.1,6.9,8.1,35,190
4,AS6,9.7,7.6,8.7,32,205
4,A9,10.2,6.4,8.5,33,198
6,A9,12.4,7.5,10.2,28,239
6,A9,12.8,8.1,10.7,26,250
6,A8,12.4,7.7,10.3,27,240
6,A8,12.4,7.7,10.3,27,240
8,A8,14.8,9.3,12.3,23,289
6,A8,12.8,8.6,10.9,26,257
6,A8,12.8,8.6,10.9,26,257
6,A6,14.1,9.5,12.0,24,282
6,A8,12.4,7.8,10.3,27,242
8,M6,15.6,10.0,13.1,22,307
8,M6,16.8,10.4,13.9,20,326
8,A8,14.8,9.3,12.3,23,289
8,A8,15.7,9.5,12.9,22,302
8,M6,16.8,10.4,13.9,20,326
8,A8,15.7,9.5,12.9,22,302
8,A8,17.6,10.7,14.5,19,339
8,M6,18.1,11.4,15.1,19,353
6,A5,13.7,8.9,11.5,25,271
6,A8,12.4,7.7,10.3,27,240
6,A5,13.7,8.9,11.5,25,271
6,A8,12.4,7.7,10.3,27,240
8,A5,15.7,9.6,12.9,22,302
8,A8,14.8,9.3,12.3,23,289
8,A8,15.7,9.5,12.9,22,302
6,A8,12.8,8.6,10.9,26,257
6,A8,12.8,8.6,10.9,26,257
8,A5,16.1,10.0,13.4,21,313
8,A8,15.7,9.5,12.9,22,302
8,A8,17.6,10.7,14.5,19,339
4,M6,9.4,6.5,8.1,35,189
4,A6,10.1,6.8,8.6,33,202
4,M6,10.5,6.7,8.8,32,205
4,A6,9.9,7.0,8.6,33,201
4,A6,10.6,7.5,9.2,31,215
4,M6,10.2,7.0,8.8,32,207
4,AM6,8.4,5.9,7.3,39,171
4,M6,8.5,5.8,7.3,39,171
6,A8,12.8,9.5,11.3,25,265
8,A8,16.7,10.7,14.0,20,329
6,A6,13.7,9.4,11.8,24,276
4,A4,12.7,9.1,11.1,25,260
6,A6,14.2,9.4,12.1,23,283
6,A6,14.5,9.9,12.4,23,292
10,M6,19.2,11.3,15.6,18,364
4,A6,8.7,6.9,7.9,36,183
4,M5,7.9,6.3,7.2,39,168
4,A6,8.7,6.9,7.9,36,183
4,M5,7.6,5.9,6.8,42,160
4,A6,9.6,7.3,8.6,33,200
4,M5,8.5,6.9,7.8,36,183
4,A6,9.6,7.3,8.6,33,200
4,M5,8.5,6.9,7.8,36,183
4,A6,9.6,7.3,8.6,33,200
4,M5,8.5,6.9,7.8,36,183
4,A6,10.6,7.8,9.4,30,218
4,AM6,9.9,7.2,8.7,32,203
4,M6,9.3,7.1,8.3,34,194
4,M6,9.5,6.9,8.3,34,194
4,A9,10.6,7.6,9.3,30,217
4,A9,11.0,7.9,9.6,29,224
4,AV,5.6,6.4,6.0,47,140
4,AS6,11.5,7.8,9.8,29,231
4,AS6,11.3,7.9,9.8,29,228
6,AS6,13.4,9.0,11.4,25,268
4,AS6,11.8,8.4,10.3,27,240
6,AS6,13.6,9.8,11.9,24,278
6,AS6,13.7,9.6,11.8,24,278
4,AS6,10.1,7.4,8.9,32,208
4,AS6,10.9,7.9,9.6,29,224
4,AS6,10.9,7.6,9.4,30,220
4,AS6,10.5,7.9,9.4,30,220
4,AS6,11.4,8.4,10.0,28,236
6,AS6,16.2,11.9,14.3,20,334
6,AS6,16.4,12.1,14.4,20,338
4,AS6,12.6,8.5,10.8,26,253
6,AS6,13.9,9.6,12.0,24,280
4,AS6,13.1,9.1,11.3,25,265
6,AS6,14.9,10.7,13.0,22,305
6,AS6,14.4,10.4,12.6,22,295
6,AS6,12.3,9.2,10.9,26,256
6,AS6,13.5,9.8,11.9,24,278
6,AS6,13.1,9.8,11.2,25,263
6,AS6,14.7,10.7,12.9,22,303
6,A6,13.2,9.6,11.6,24,272
8,AS6,15.3,10.6,13.2,21,309
8,AS6,16.8,11.8,14.5,19,341
6,AS6,13.1,10.1,11.7,24,275
6,AS6,14.7,10.7,12.9,22,303
6,AS6,13.3,10.7,12.3,23,288
6,AS6,15.6,11.7,13.8,20,324
6,A6,14.0,10.6,12.5,23,292
8,AS6,16.0,11.3,13.8,20,324
8,AS6,16.8,12.4,14.8,19,347
4,AS6,8.7,6.4,7.6,37,180
4,M5,8.5,6.5,7.6,37,179
3,M5,7.5,5.5,6.6,43,153
4,M6,9.0,7.1,8.1,35,191
6,AS6,14.7,10.2,12.7,22,298
6,AS6,14.7,10.7,12.9,22,303
6,AS6,15.7,11.2,13.7,21,322
3,AS6,8.5,5.9,7.3,39,171
3,M6,7.8,5.7,6.8,42,160
4,AM6,8.9,6.0,7.6,37,178
4,AS6,9.0,6.2,7.8,36,183
4,M5,9.2,6.6,8.0,35,188
4,M6,12.1,9.3,10.9,26,255
4,M6,10.5,7.7,9.2,31,217
4,AS6,9.9,6.5,8.4,34,197
4,AS6,9.4,6.3,8.0,35,188
4,AS6,10.5,7.0,8.9,32,210
4,AS6,10.5,6.9,8.9,32,209
4,AS6,10.8,7.5,9.3,30,220
4,AV,5.4,5.7,5.5,51,130
4,AS6,11.0,7.4,9.4,30,219
4,M6,10.6,7.6,9.2,31,217
6,AS6,12.6,8.5,10.7,26,253
6,M6,13.6,8.4,11.2,25,264
8,AS6,14.9,9.5,12.4,23,292
8,M6,15.5,9.4,12.7,22,298
4,AS6,11.6,8.0,10.0,28,234
8,AS6,15.4,10.0,13.0,22,304
8,M6,16.9,11.0,14.2,20,334
6,AS6,16.1,12.7,14.6,19,342
6,AS6,16.8,13.2,15.2,19,356
4,AS6,11.8,8.1,10.1,28,237
6,AS6,13.1,8.7,11.1,25,260
6,AS6,14.7,9.8,12.5,23,293
6,AS6,13.6,9.8,12.4,23,291
4,AS6,10.8,8.0,9.5,30,223
4,AS6,11.9,8.6,10.4,27,243
4,AS6,11.9,8.6,10.4,27,243
4,AS6,12.4,8.7,10.7,26,252
4,AS6,12.4,8.7,10.7,26,252
4,AS6,12.4,8.7,10.7,26,252
4,AS6,12.4,8.7,10.7,26,252
6,A6,15.8,10.6,13.4,21,315
6,A6,16.1,10.8,13.7,21,323
4,A6,11.9,8.9,10.5,27,247
4,M6,12.2,9.1,10.8,26,253
6,A6,13.0,9.2,11.3,25,265
4,A6,12.7,9.6,11.3,25,265
6,A6,13.6,9.9,11.9,24,279
8,A6,22.0,14.9,18.8,15,441
8,A6,23.0,16.0,19.8,14,465
8,A6,14.6,10.4,12.7,22,298
8,A8,16.1,11.4,14.0,20,327
6,A6,13.5,10.0,11.9,24,280
8,A6,14.6,10.4,12.7,22,298
8,A6,15.0,10.7,13.1,22,307
8,A8,16.3,11.6,14.2,20,332
6,A6,14.2,10.7,12.6,22,296
8,A6,15.0,10.7,13.1,22,306
8,A8,14.4,11.2,13.0,22,304
4,A6,10.5,7.3,9.1,31,214
6,A6,14.2,9.5,12.1,23,285
4,A6,10.5,7.3,9.1,31,214
4,A6,11.5,8.2,10.0,28,235
6,A6,14.9,10.1,12.8,22,300
8,A6,15.1,10.4,13.0,22,304
8,A6,15.1,10.4,13.0,22,304
8,A6,15.2,10.8,13.2,21,310
8,A8,15.9,11.1,13.8,20,323
8,A6,15.2,10.8,13.2,21,310
8,A6,15.1,10.4,13.0,22,304
8,A6,15.1,10.4,13.0,22,304
8,A6,15.4,10.8,13.3,21,312
8,A8,16.4,11.7,14.3,20,334
8,A6,15.4,10.8,13.3,21,312
4,M6,10.3,7.2,8.9,32,207
6,AS6,11.4,7.3,9.5,30,223
6,M6,12.9,8.3,10.9,26,253
4,AV,8.6,6.4,7.6,37,177
6,A6,11.3,7.0,9.4,30,219
4,AV7,9.1,6.8,8.0,35,187
4,AV,7.5,5.6,6.7,42,155
4,AV,7.8,5.8,6.9,41,162
4,M6,8.9,6.1,7.7,37,179
4,AV,7.6,5.5,6.7,42,157
4,AV,7.8,5.8,6.9,41,162
4,M6,8.8,5.9,7.5,38,176
4,AV,8.8,6.9,7.9,36,186
4,AV,9.5,7.5,8.6,33,202
4,AV7,7.0,6.4,6.8,42,157
4,M6,7.9,6.5,7.3,39,169
4,AV,7.0,5.7,6.4,44,150
4,AV7,7.3,6.1,6.8,42,158
4,M6,8.1,6.4,7.3,39,171
4,AV,8.3,6.7,7.6,37,177
4,AV7,8.3,6.7,7.6,37,177
4,M6,9.3,7.0,8.3,34,193
4,AV,8.8,7.2,8.1,35,190
4,AV7,8.8,7.2,8.1,35,190
6,A6,12.3,8.5,10.6,27,250
6,A6,12.4,8.8,10.8,26,253
6,A6,13.0,9.3,11.3,25,265
6,AS9,12.4,9.3,11.0,26,257
4,AS6,8.9,6.3,7.7,37,179
4,M6,8.7,6.3,7.6,37,176
4,AS6,8.5,6.3,7.5,38,176
4,M6,8.8,6.4,7.7,37,180
4,AS6,9.7,6.7,8.3,34,194
4,M6,9.8,7.0,8.5,33,198
4,AS6,9.8,7.2,8.6,33,203
4,M6,9.8,7.1,8.6,33,202
8,AS8,15.8,10.2,13.3,21,312
6,AS8,14.4,9.4,12.1,23,285
8,AS8,17.3,10.5,14.2,20,332
6,AS8,14.4,9.5,12.2,23,284
6,M6,14.1,9.6,12.1,23,283
6,AS6,12.9,9.4,11.3,25,265
6,AS6,13.0,9.7,11.5,25,269
4,AS6,11.7,8.7,10.3,27,239
4,AS6,12.9,9.7,11.5,25,266
4,AS6,12.5,9.3,11.1,25,257
6,AS6,13.9,10.8,12.5,23,295
4,AS6,10.4,7.4,9.1,31,214
4,AS6,9.4,6.5,8.1,35,191
4,AS6,10.0,7.0,8.6,33,204
4,AM6,5.9,5.3,5.6,50,133
4,AM6,6.0,5.5,5.8,49,136
4,AS6,10.1,7.6,9.0,31,211
4,AM7,9.9,8.4,9.2,31,219
4,AS6,11.0,9.0,10.1,28,240
4,AM6,8.3,6.5,7.5,38,177
4,M6,8.8,6.7,7.8,36,186
4,AM6,8.9,7.1,8.1,35,191
4,M6,9.4,7.0,8.3,34,197
4,AS7,10.2,7.7,9.1,31,214
6,AS7,12.1,8.1,10.3,27,242
4,AS7,10.6,8.4,9.6,29,226
6,AS7,12.3,8.5,10.6,27,249
6,AS7,12.9,9.0,11.1,25,262
6,AS7,11.8,8.8,10.5,27,247
6,AS7,12.3,9.1,10.8,26,256
6,AS7,8.4,6.9,7.7,37,181
6,AS7,8.7,7.6,8.2,34,193
6,AS7,13.2,9.7,11.6,24,274
8,AS7,14.9,10.2,12.8,22,300
6,AS7,8.0,6.9,7.5,38,177
6,AS7,13.7,9.7,11.9,24,279
6,AV7,11.8,8.5,10.3,27,242
6,AV7,12.2,8.9,10.7,26,252
4,AV7,8.9,8.4,8.7,32,204
6,AS7,14.5,10.7,12.8,22,301
8,AS7,17.4,12.2,15.1,19,354
6,AS8,12.1,8.5,10.5,27,246
6,M6,14.9,9.8,12.6,22,296
6,AS8,12.1,8.5,10.5,27,246
6,M6,14.9,9.8,12.6,22,296
8,AS8,15.0,10.2,12.8,22,302
8,AS8,15.7,10.4,13.3,21,311
8,AS6,15.7,10.4,13.3,21,311
6,AS8,12.5,8.7,10.8,26,254
6,M6,15.3,9.9,12.9,22,302
6,AS8,13.0,9.1,11.3,25,264
6,AS8,12.5,8.7,10.8,26,254
6,M6,15.3,9.9,12.9,22,302
6,AS8,13.0,9.1,11.3,25,264
6,AS8,11.9,8.3,10.3,27,241
6,AS8,14.0,8.9,11.7,24,275
6,AS8,14.1,9.3,11.9,24,279
8,AS8,15.8,10.2,13.3,21,313
8,AS8,15.8,10.2,13.3,21,313
4,A9,10.9,7.7,9.5,30,223
4,A9,10.9,7.7,9.5,30,223
6,A9,11.4,8.1,9.9,29,233
4,A9,11.3,8.3,10.0,28,233
4,A9,11.3,8.3,10.0,28,233
6,A9,11.6,8.5,10.2,28,240
4,A9,11.4,8.6,10.1,28,238
6,A9,12.5,8.9,10.9,26,256
4,A9,12.1,9.4,10.9,26,255
6,A9,12.2,9.0,10.8,26,253
4,AV,10.8,8.9,10.0,28,234
4,M5,10.3,7.8,9.2,31,214
4,A6,11.2,8.6,10.0,28,235
4,M5,10.2,8.2,9.3,30,218
4,A6,11.7,9.1,10.5,27,248
4,M5,10.6,8.6,9.7,29,228
4,AV,11.7,10.3,11.1,25,259
6,A8,12.8,9.5,11.3,25,265
8,A8,16.7,10.7,14.0,20,329
8,A8,18.5,12.6,15.8,18,370
4,AV,10.8,8.9,10.0,28,234
4,M5,10.3,7.8,9.2,31,214
4,A6,11.2,8.6,10.0,28,235
4,M5,10.2,8.2,9.3,30,218
4,A6,11.7,9.1,10.5,27,248
4,M5,10.6,8.6,9.7,29,228
4,AV,11.7,10.3,11.1,25,259
4,M6,9.9,7.5,8.8,32,207
4,A9,10.8,7.7,9.4,30,220
4,M6,9.9,7.5,8.8,32,203
4,A9,11.2,8.0,9.8,29,229
6,A5,14.1,11.1,12.8,22,299
6,M6,14.2,11.0,12.8,22,299
6,A5,14.8,11.7,13.4,21,314
6,M6,15.0,11.4,13.4,21,312
6,AS6,12.7,8.4,10.7,26,251
4,AS6,8.9,6.1,7.6,37,179
4,M6,9.3,6.3,7.9,36,186
4,AS6,9.7,6.7,8.3,34,196
4,M6,9.8,6.9,8.5,33,198
4,AS6,11.1,8.0,9.7,29,228
4,M6,11.1,8.2,9.8,29,227
4,AS6,9.5,7.2,8.5,33,199
4,M6,9.7,6.9,8.4,34,197
4,AS6,10.6,7.8,9.4,30,218
4,M6,10.8,8.1,9.6,29,222
4,AS6,9.7,7.1,8.6,33,200
4,M6,10.0,7.4,8.8,32,206
6,AS8,13.9,9.2,11.8,24,278
8,AS8,15.6,10.6,13.4,21,318
4,AM7,8.4,6.1,7.4,38,175
4,AS6,10.9,7.4,9.3,30,222
4,AS6,9.4,6.5,8.1,35,193
4,AM6,6.6,5.9,6.3,45,147
4,AM6,6.7,6.1,6.4,44,150
4,AS6,8.7,6.3,7.7,37,178
4,M6,8.8,6.4,7.7,37,179
4,AS6,8.5,6.3,7.6,37,175
4,AS6,10.1,7.6,9.0,31,214
4,M6,10.4,7.8,9.3,30,220
6,AS6,13.2,9.7,11.6,24,275
6,AS6,12.9,9.5,11.4,25,269
6,AS6,14.2,10.5,12.5,23,296
4,AS6,11.7,8.6,10.3,27,245
4,AS6,11.1,8.2,9.8,29,233
4,AS6,12.3,9.3,10.9,26,259
4,AS6,11.4,9.2,10.4,27,245
6,AS6,13.4,9.4,11.6,24,275
4,AS6,9.8,7.8,8.9,32,206
